,Profit Ratio,ONE,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
8918,13%,1,Office Supplies,Garland,United States,Julie Kriz,20%,1,9/4/2018,CA-2018-100783,75043.0,Hunt,"Hunt PowerHouse Electric Pencil Sharpener, Blue",4,1,Central,30,Home Office,9/8/2018,Second Class,Texas,Art
8919,33%,1,Office Supplies,Chicago,United States,Lindsay Shagiari,20%,1,10/20/2015,CA-2015-137092,60653.0,Avery,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",8,1,Central,24,Home Office,10/22/2015,Second Class,Illinois,Labels
8920,35%,1,Office Supplies,Houston,United States,Tonja Turnell,20%,1,3/4/2018,US-2018-119816,77095.0,Avery,Avery 497,1,1,Central,2,Home Office,3/6/2018,Second Class,Texas,Labels
8921,35%,1,Office Supplies,Chicago,United States,Ross DeVincentis,20%,1,2/3/2018,CA-2018-127474,60610.0,Xerox,Xerox 2,2,1,Central,5,Home Office,2/7/2018,Second Class,Illinois,Paper
8922,33%,1,Office Supplies,Chicago,United States,Lindsay Shagiari,20%,1,10/20/2015,CA-2015-137092,60653.0,Wirebound,Wirebound Voice Message Log Book,1,1,Central,4,Home Office,10/22/2015,Second Class,Illinois,Paper
8923,7%,1,Office Supplies,Houston,United States,Tonja Turnell,20%,1,3/4/2018,US-2018-119816,77095.0,Other,Crate-A-Files,1,1,Central,9,Home Office,3/6/2018,Second Class,Texas,Storage
8924,9%,1,Office Supplies,Chicago,United States,Mike Pelletier,20%,1,12/5/2017,CA-2017-163636,60623.0,Newell,Newell 311,0,2,Central,4,Home Office,12/9/2017,Second Class,Illinois,Art
8925,24%,1,Office Supplies,Saint Charles,United States,Sam Zeldin,20%,1,12/21/2016,CA-2016-154284,60174.0,Sanford,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",14,2,Central,60,Home Office,12/26/2016,Second Class,Illinois,Art
8926,36%,1,Office Supplies,Chicago,United States,Ross DeVincentis,20%,1,2/3/2018,CA-2018-127474,60610.0,Xerox,Xerox 1893,24,2,Central,66,Home Office,2/7/2018,Second Class,Illinois,Paper
8927,36%,1,Office Supplies,Chicago,United States,Stephanie Ulpright,20%,1,9/5/2017,CA-2017-164490,60653.0,Xerox,Xerox 196,3,2,Central,9,Home Office,9/10/2017,Second Class,Illinois,Paper
8928,31%,1,Office Supplies,Chicago,United States,Matt Abelman,20%,1,10/27/2018,CA-2018-110373,60610.0,Prang,Prang Colored Pencils,2,3,Central,7,Home Office,10/30/2018,Second Class,Illinois,Art
8929,33%,1,Office Supplies,Houston,United States,Sanjit Jacobs,20%,1,9/17/2018,CA-2018-105669,77036.0,Newell,Newell Chalk Holder,3,3,Central,10,Home Office,9/22/2018,Second Class,Texas,Art
8930,35%,1,Office Supplies,Chicago,United States,Maria Etezadi,20%,1,3/29/2017,CA-2017-152555,60653.0,Other,Computer Printout Paper with Letter-Trim Perforations,16,3,Central,46,Home Office,4/2/2017,Second Class,Illinois,Paper
8931,31%,1,Office Supplies,Corpus Christi,United States,Neil Knudson,20%,1,6/18/2018,CA-2018-162712,78415.0,Xerox,Xerox 1925,23,3,Central,74,Home Office,6/20/2018,Second Class,Texas,Paper
8932,36%,1,Office Supplies,Houston,United States,Arthur Wiediger,20%,1,6/12/2017,CA-2017-120824,77070.0,Xerox,Xerox 1975,6,3,Central,16,Home Office,6/16/2017,Second Class,Texas,Paper
8933,6%,1,Office Supplies,Chicago,United States,Lindsay Shagiari,20%,1,10/20/2015,CA-2015-137092,60653.0,Other,"24 Capacity Maxi Data Binder Racks, Pearl",32,3,Central,505,Home Office,10/22/2015,Second Class,Illinois,Storage
8934,35%,1,Office Supplies,Chicago,United States,Ben Ferrer,20%,1,5/13/2016,CA-2016-145835,60623.0,Advantus,Advantus Plastic Paper Clips,6,4,Central,16,Home Office,5/18/2016,Second Class,Illinois,Fasteners
8935,35%,1,Office Supplies,Chicago,United States,Ross DeVincentis,20%,1,2/3/2018,CA-2018-127474,60610.0,Xerox,Xerox 189,147,5,Central,419,Home Office,2/7/2018,Second Class,Illinois,Paper
8936,35%,1,Office Supplies,Houston,United States,Arthur Wiediger,20%,1,6/12/2017,CA-2017-120824,77070.0,Other,Nontoxic Chalk,4,8,Central,11,Home Office,6/16/2017,Second Class,Texas,Art
8937,10%,1,Office Supplies,Houston,United States,Arthur Wiediger,20%,1,6/12/2017,CA-2017-120824,77070.0,Staple magnet,Staple magnet,7,9,Central,68,Home Office,6/16/2017,Second Class,Texas,Storage
8938,36%,1,Office Supplies,Fort Worth,United States,Tonja Turnell,20%,1,12/8/2016,CA-2016-135622,76106.0,Xerox,Xerox 1945,131,11,Central,361,Home Office,12/11/2016,Second Class,Texas,Paper
8939,-170%,1,Office Supplies,Chicago,United States,Lindsay Shagiari,80%,1,10/20/2015,CA-2015-137092,60653.0,Other,Satellite Sectional Post Binders,-15,1,Central,9,Home Office,10/22/2015,Second Class,Illinois,Binders
8940,-175%,1,Office Supplies,Houston,United States,Arthur Wiediger,80%,1,6/12/2017,CA-2017-120824,77070.0,Acco,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-3,2,Central,2,Home Office,6/16/2017,Second Class,Texas,Binders
8941,-150%,1,Office Supplies,Austin,United States,Deborah Brumfield,80%,1,11/30/2016,US-2016-141453,78745.0,GBC,GBC Instant Report Kit,-6,3,Central,4,Home Office,12/3/2016,Second Class,Texas,Binders
8942,-250%,1,Office Supplies,Houston,United States,Arthur Wiediger,80%,1,6/12/2017,CA-2017-120824,77070.0,Other,APC 7 Outlet Network SurgeArrest Surge Protector,-161,4,Central,64,Home Office,6/16/2017,Second Class,Texas,Appliances
8943,-175%,1,Office Supplies,Houston,United States,Sanjit Jacobs,80%,1,9/17/2018,CA-2018-105669,77036.0,Wilson Jones,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,-10,5,Central,6,Home Office,9/22/2018,Second Class,Texas,Binders
8944,-265%,1,Office Supplies,Houston,United States,Maria Etezadi,80%,1,11/13/2018,US-2018-124926,77095.0,Hoover,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,-25,6,Central,9,Home Office,11/18/2018,Second Class,Texas,Appliances
8945,-155%,1,Office Supplies,Houston,United States,Ross DeVincentis,80%,1,9/2/2017,CA-2017-112739,77070.0,Acco,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",-13,8,Central,9,Home Office,9/7/2017,Second Class,Texas,Binders
8946,46%,1,Office Supplies,New York City,United States,Parhena Norris,0%,1,9/10/2017,US-2017-118780,10011.0,Wirebound,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",3,1,East,7,Home Office,9/14/2017,Second Class,New York,Paper
8947,40%,1,Office Supplies,New York City,United States,Katrina Bavinger,0%,1,9/3/2018,CA-2018-161067,10035.0,Prang,Prang Drawing Pencil Set,2,2,East,6,Home Office,9/6/2018,Second Class,New York,Art
8948,49%,1,Office Supplies,Providence,United States,Brad Eason,0%,1,8/2/2016,CA-2016-122406,2908.0,Other,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",4,2,East,8,Home Office,8/5/2016,Second Class,Rhode Island,Paper
8949,15%,1,Office Supplies,New York City,United States,Parhena Norris,0%,1,9/10/2017,US-2017-118780,10011.0,Acco,Acco Perma 2700 Stacking Storage Drawers,9,2,East,59,Home Office,9/14/2017,Second Class,New York,Storage
8950,26%,1,Office Supplies,Troy,United States,Becky Castell,0%,1,4/4/2017,CA-2017-123050,12180.0,Tenex,"Tenex File Box, Personal Filing Tote with Lid, Black",8,2,East,31,Home Office,4/8/2017,Second Class,New York,Storage
8951,47%,1,Office Supplies,New York City,United States,Chuck Clark,0%,1,10/3/2018,CA-2018-143035,10009.0,Quartet,"Quartet Alpha White Chalk, 12/Pack",3,3,East,7,Home Office,10/5/2018,Second Class,New York,Art
8952,36%,1,Office Supplies,New York City,United States,Jim Kriz,0%,1,3/16/2016,US-2016-150231,10009.0,Avery,Avery Hi-Liter Smear-Safe Highlighters,6,3,East,18,Home Office,3/20/2016,Second Class,New York,Art
8953,49%,1,Office Supplies,Bayonne,United States,Phillina Ober,0%,1,9/25/2016,CA-2016-156335,7002.0,Other,Tuff Stuff Recycled Round Ring Binders,7,3,East,14,Home Office,9/28/2016,Second Class,New Jersey,Binders
8954,47%,1,Office Supplies,Cambridge,United States,Harold Dahlen,0%,1,11/22/2016,CA-2016-162376,2138.0,Xerox,Xerox 1936,28,3,East,60,Home Office,11/25/2016,Second Class,Massachusetts,Paper
8955,47%,1,Office Supplies,Everett,United States,Matt Abelman,0%,1,11/27/2016,CA-2016-130974,2149.0,Xerox,Xerox 1884,28,3,East,60,Home Office,11/29/2016,Second Class,Massachusetts,Paper
8956,50%,1,Office Supplies,New York City,United States,Frank Gastineau,0%,1,11/17/2015,CA-2015-101833,10024.0,Southworth,Southworth 100% Cotton The Best Paper,17,3,East,34,Home Office,11/22/2015,Second Class,New York,Paper
8957,29%,1,Office Supplies,Orange,United States,Shirley Daniels,0%,1,9/19/2017,CA-2017-102932,7050.0,Acme,Acme Forged Steel Scissors with Black Enamel Handles,8,3,East,28,Home Office,9/23/2017,Second Class,New Jersey,Supplies
8958,29%,1,Office Supplies,Cambridge,United States,Harold Dahlen,0%,1,11/22/2016,CA-2016-162376,2138.0,Newell,Newell 341,5,4,East,17,Home Office,11/25/2016,Second Class,Massachusetts,Art
8959,47%,1,Office Supplies,New York City,United States,Tracy Collins,0%,1,6/4/2016,US-2016-142020,10024.0,Wirebound,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",14,4,East,30,Home Office,6/8/2016,Second Class,New York,Paper
8960,48%,1,Office Supplies,New York City,United States,Katrina Bavinger,0%,1,9/3/2018,CA-2018-161067,10035.0,Xerox,Xerox 189,201,4,East,419,Home Office,9/6/2018,Second Class,New York,Paper
8961,13%,1,Office Supplies,New York City,United States,Julie Kriz,0%,1,12/18/2017,CA-2017-150945,10009.0,Tennsco,Tennsco Double-Tier Lockers,117,4,East,900,Home Office,12/20/2017,Second Class,New York,Storage
8962,5%,1,Office Supplies,New York City,United States,Mike Pelletier,0%,1,11/25/2015,CA-2015-119151,10009.0,Tennsco,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",56,4,East,"1,118",Home Office,11/29/2015,Second Class,New York,Storage
8963,30%,1,Office Supplies,New York City,United States,Sharelle Roach,0%,1,11/8/2018,CA-2018-143658,10035.0,Panasonic,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,33,5,East,110,Home Office,11/13/2018,Second Class,New York,Art
8964,46%,1,Office Supplies,Cambridge,United States,Robert Marley,0%,1,10/1/2016,CA-2016-115392,2138.0,Avery,Avery Non-Stick Binders,10,5,East,22,Home Office,10/4/2016,Second Class,Massachusetts,Binders
8965,45%,1,Office Supplies,Everett,United States,Matt Abelman,0%,1,11/27/2016,CA-2016-130974,2149.0,Xerox,Xerox 197,70,5,East,155,Home Office,11/29/2016,Second Class,Massachusetts,Paper
8966,49%,1,Office Supplies,Dover,United States,Peter McVee,0%,1,12/19/2016,US-2016-134558,3820.0,Xerox,Xerox 1903,15,5,East,30,Home Office,12/24/2016,Second Class,New Hampshire,Paper
8967,50%,1,Office Supplies,Orange,United States,Shirley Daniels,0%,1,9/19/2017,CA-2017-102932,7050.0,Storex,Storex DuraTech Recycled Plastic Frosted Binders,13,6,East,25,Home Office,9/23/2017,Second Class,New Jersey,Binders
8968,4%,1,Office Supplies,Long Beach,United States,Carl Weiss,0%,1,5/31/2016,CA-2016-156153,11561.0,Other,Bagged Rubber Bands,0,6,East,8,Home Office,6/2/2016,Second Class,New York,Fasteners
8969,48%,1,Office Supplies,Washington,United States,Dianna Arnett,0%,1,1/12/2018,US-2018-158512,20016.0,Xerox,Xerox 195,19,6,East,40,Home Office,1/17/2018,Second Class,District of Columbia,Paper
8970,48%,1,Office Supplies,Everett,United States,Matt Abelman,0%,1,11/27/2016,CA-2016-130974,2149.0,Xerox,Xerox 1977,19,6,East,40,Home Office,11/29/2016,Second Class,Massachusetts,Paper
8971,27%,1,Office Supplies,Cranston,United States,Carl Weiss,0%,1,12/8/2018,CA-2018-152436,2920.0,Other,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",160,6,East,593,Home Office,12/10/2018,Second Class,Rhode Island,Storage
8972,46%,1,Office Supplies,Concord,United States,Harold Pawlan,0%,1,12/3/2016,CA-2016-156853,3301.0,Xerox,Xerox 1935,85,7,East,185,Home Office,12/5/2016,Second Class,New Hampshire,Paper
8973,39%,1,Office Supplies,Washington,United States,Tony Chapman,0%,1,12/5/2017,CA-2017-140564,20016.0,BIC,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",13,8,East,34,Home Office,12/10/2017,Second Class,District of Columbia,Art
8974,50%,1,Office Supplies,Newark,United States,Carl Weiss,0%,1,5/13/2018,CA-2018-161655,19711.0,GBC,GBC Twin Loop Wire Binding Elements,150,9,East,300,Home Office,5/18/2018,Second Class,Delaware,Binders
8975,26%,1,Office Supplies,Lakewood,United States,Deanra Eno,20%,1,8/22/2015,CA-2015-123253,44107.0,Other,Faber Castell Col-Erase Pencils,1,1,East,4,Home Office,8/25/2015,Second Class,Ohio,Art
8976,9%,1,Office Supplies,Springfield,United States,Frank Carlisle,20%,1,6/13/2016,CA-2016-104059,45503.0,Newell,Newell 320,0,1,East,3,Home Office,6/15/2016,Second Class,Ohio,Art
8977,34%,1,Office Supplies,Philadelphia,United States,Alan Dominguez,20%,1,11/19/2015,CA-2015-128062,19134.0,Other,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",2,1,East,6,Home Office,11/22/2015,Second Class,Pennsylvania,Paper
8978,31%,1,Office Supplies,Parma,United States,Nora Pelletier,20%,1,9/22/2017,CA-2017-166653,44134.0,Other,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",20,2,East,64,Home Office,9/24/2017,Second Class,Ohio,Envelopes
8979,36%,1,Office Supplies,Philadelphia,United States,Jim Kriz,20%,1,4/29/2016,CA-2016-157434,19120.0,Xerox,Xerox 1949,3,2,East,8,Home Office,5/4/2016,Second Class,Pennsylvania,Paper
8980,33%,1,Office Supplies,Columbus,United States,Julia Barnett,20%,1,12/8/2017,CA-2017-158302,43229.0,Ampad,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3,3,East,11,Home Office,12/12/2017,Second Class,Ohio,Paper
8981,34%,1,Office Supplies,Lancaster,United States,Joni Sundaresam,20%,1,9/23/2017,CA-2017-124016,43130.0,Xerox,Xerox 1970,4,3,East,12,Home Office,9/26/2017,Second Class,Ohio,Paper
8982,33%,1,Office Supplies,Springfield,United States,Deanra Eno,20%,1,1/11/2017,CA-2017-126529,45503.0,Xerox,Xerox 1935,21,3,East,63,Home Office,1/13/2017,Second Class,Ohio,Paper
8983,35%,1,Office Supplies,Springfield,United States,Deanra Eno,20%,1,1/11/2017,CA-2017-126529,45503.0,Xerox,Xerox 2,5,3,East,16,Home Office,1/13/2017,Second Class,Ohio,Paper
8984,8%,1,Office Supplies,Philadelphia,United States,Deborah Brumfield,20%,1,8/12/2017,US-2017-144477,19134.0,Boston,Boston 16765 Mini Stand Up Battery Pencil Sharpener,3,4,East,37,Home Office,8/14/2017,Second Class,Pennsylvania,Art
8985,34%,1,Office Supplies,Lancaster,United States,Sam Zeldin,20%,1,7/3/2018,US-2018-111024,43130.0,Message Book,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",11,4,East,33,Home Office,7/6/2018,Second Class,Ohio,Paper
8986,36%,1,Office Supplies,Lancaster,United States,Sam Zeldin,20%,1,7/3/2018,US-2018-111024,43130.0,Wirebound,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",11,6,East,31,Home Office,7/6/2018,Second Class,Ohio,Paper
8987,35%,1,Office Supplies,New York City,United States,Clay Rozendal,20%,1,9/23/2017,CA-2017-101742,10009.0,3-ring staple pack,3-ring staple pack,4,7,East,11,Home Office,9/28/2017,Second Class,New York,Binders
8988,-80%,1,Office Supplies,Lancaster,United States,Joni Sundaresam,70%,1,9/23/2017,CA-2017-124016,43130.0,Fellowes,Fellowes Black Plastic Comb Bindings,-10,7,East,12,Home Office,9/26/2017,Second Class,Ohio,Binders
8989,47%,1,Office Supplies,Henderson,United States,Paul Stevenson,0%,1,11/30/2016,CA-2016-140830,42420.0,Other,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",8,2,South,17,Home Office,12/2/2016,Second Class,Kentucky,Envelopes
8990,45%,1,Office Supplies,Henderson,United States,Paul Stevenson,0%,1,11/30/2016,CA-2016-140830,42420.0,Tyvek,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",32,2,South,72,Home Office,12/2/2016,Second Class,Kentucky,Envelopes
8991,33%,1,Office Supplies,Huntsville,United States,Mick Hernandez,0%,1,12/25/2018,CA-2018-114055,35810.0,Other,Assorted Color Push Pins,1,2,South,4,Home Office,12/29/2018,Second Class,Alabama,Fasteners
8992,48%,1,Office Supplies,Huntsville,United States,Mick Hernandez,0%,1,12/25/2018,CA-2018-114055,35810.0,Other,14-7/8 x 11 Blue Bar Computer Printout Paper,46,2,South,96,Home Office,12/29/2018,Second Class,Alabama,Paper
8993,47%,1,Office Supplies,Roswell,United States,Meg O'Connel,0%,1,9/17/2018,CA-2018-157931,30076.0,Easy-staple paper,Easy-staple paper,50,3,South,106,Home Office,9/22/2018,Second Class,Georgia,Paper
8994,48%,1,Office Supplies,Arlington,United States,Michael Grace,0%,1,9/22/2016,CA-2016-134992,22204.0,Xerox,Xerox 214,16,5,South,32,Home Office,9/26/2016,Second Class,Virginia,Paper
8995,48%,1,Office Supplies,Huntsville,United States,Mick Hernandez,0%,1,12/25/2018,CA-2018-114055,35810.0,Xerox,Xerox 1915,302,6,South,629,Home Office,12/29/2018,Second Class,Alabama,Paper
8996,48%,1,Office Supplies,Jackson,United States,Stephanie Ulpright,0%,1,12/10/2018,CA-2018-148922,39212.0,Avery,Avery Metallic Poly Binders,22,8,South,46,Home Office,12/15/2018,Second Class,Mississippi,Binders
8997,46%,1,Office Supplies,Lake Charles,United States,Daniel Raglin,0%,1,8/11/2018,CA-2018-160899,70601.0,Other,Satellite Sectional Post Binders,220,11,South,478,Home Office,8/13/2018,Second Class,Louisiana,Binders
8998,33%,1,Office Supplies,Jacksonville,United States,Ben Ferrer,20%,1,5/26/2016,US-2016-113327,28540.0,Xerox,Xerox 1991,6,1,South,18,Home Office,5/29/2016,Second Class,North Carolina,Paper
8999,36%,1,Office Supplies,Jacksonville,United States,Ben Ferrer,20%,1,5/26/2016,US-2016-113327,28540.0,Other,Security-Tint Envelopes,4,2,South,12,Home Office,5/29/2016,Second Class,North Carolina,Envelopes
9000,13%,1,Office Supplies,Bristol,United States,Catherine Glotzbach,20%,1,9/10/2017,CA-2017-164350,37620.0,Boston,"Boston Model 1800 Electric Pencil Sharpener, Gray",8,3,South,68,Home Office,9/12/2017,Second Class,Tennessee,Art
9001,-9%,1,Office Supplies,Charlotte,United States,Ross Baird,20%,1,12/24/2017,US-2017-168620,28205.0,Tennsco,Tennsco Double-Tier Lockers,-47,3,South,540,Home Office,12/28/2017,Second Class,North Carolina,Storage
9002,35%,1,Office Supplies,Jacksonville,United States,Ben Ferrer,20%,1,5/26/2016,US-2016-113327,28540.0,Xerox,Xerox 1937,54,4,South,154,Home Office,5/29/2016,Second Class,North Carolina,Paper
9003,35%,1,Office Supplies,Miami,United States,Marc Harrigan,20%,1,12/29/2017,US-2017-135209,33178.0,Other,Astroparche Fine Business Paper,9,6,South,25,Home Office,12/31/2017,Second Class,Florida,Paper
9004,35%,1,Office Supplies,Miami,United States,Marc Harrigan,20%,1,12/29/2017,US-2017-135209,33178.0,Xerox,Xerox 1898,13,7,South,37,Home Office,12/31/2017,Second Class,Florida,Paper
9005,-73%,1,Office Supplies,Tamarac,United States,Alyssa Tate,70%,1,9/6/2016,CA-2016-133977,33319.0,GBC,GBC Plasticlear Binding Covers,-3,1,South,3,Home Office,9/8/2016,Second Class,Florida,Binders
9006,-73%,1,Office Supplies,Charlotte,United States,Ross Baird,70%,1,12/24/2017,US-2017-168620,28205.0,GBC,GBC Linen Binding Covers,-20,3,South,28,Home Office,12/28/2017,Second Class,North Carolina,Binders
9007,-67%,1,Office Supplies,Hollywood,United States,Daniel Raglin,70%,1,11/10/2018,CA-2018-142671,33021.0,GBC,GBC VeloBinder Strips,-8,5,South,12,Home Office,11/14/2018,Second Class,Florida,Binders
9008,36%,1,Office Supplies,Los Angeles,United States,Alyssa Tate,0%,1,12/9/2018,CA-2018-102407,90004.0,Harmony,Harmony Air Purifier,68,1,West,189,Home Office,12/13/2018,Second Class,California,Appliances
9009,25%,1,Office Supplies,San Francisco,United States,Becky Castell,0%,1,5/19/2018,CA-2018-113530,94109.0,Newell,Newell 314,1,1,West,6,Home Office,5/21/2018,Second Class,California,Art
9010,45%,1,Office Supplies,Huntington Beach,United States,Laurel Beltran,0%,1,9/1/2017,CA-2017-124583,92646.0,Global,Globe Weis Peel & Seel First Class Envelopes,6,1,West,13,Home Office,9/3/2017,Second Class,California,Envelopes
9011,48%,1,Office Supplies,San Diego,United States,Maria Zettner,0%,1,11/8/2016,CA-2016-117611,92024.0,Advantus,Advantus Plastic Paper Clips,2,1,West,5,Home Office,11/10/2016,Second Class,California,Fasteners
9012,49%,1,Office Supplies,Los Angeles,United States,Vicky Freymann,0%,1,7/25/2015,CA-2015-146528,90045.0,Xerox,Xerox 1966,3,1,West,6,Home Office,7/27/2015,Second Class,California,Paper
9013,47%,1,Office Supplies,San Francisco,United States,Nathan Mautz,0%,1,4/23/2015,CA-2015-111857,94109.0,Xerox,Xerox 1891,23,1,West,49,Home Office,4/26/2015,Second Class,California,Paper
